"InitiatedBy","SessionName","SessionStartTime","ItemName","ItemSize","SourceName","LogEntryID","LogDetail","LogItemCreationTime","LogItemEndTime","SessionStatus","SessionResult","ProcessedObjects"
"USDEMO\Dave.Byers","Exchange restore (Job: Exchange 2016 to OnPrem - 6/22/2020 6:02:03 PM)","6/23/2020 4:23:20 PM","Your mailbox is full","14284","Dave Byers\Inbox","2","Item Your mailbox is full was opened successfully (type: IPM.Note.StorageQuotaWarning.SendReceive; source: Dave Byers\Inbox; target: Dave Byers\Inbox)","6/23/2020 4:27:04 PM","6/23/2020 4:27:04 PM","Stopped","Success","3"
"USDEMO\Dave.Byers","Exchange restore (Job: Exchange 2016 to OnPrem - 6/22/2020 6:02:03 PM)","6/23/2020 4:23:20 PM","Your mailbox is full","14284","Dave Byers\Inbox","3","Item Your mailbox is full was opened successfully (type: IPM.Note.StorageQuotaWarning.SendReceive; source: Dave Byers\Inbox; target: Dave Byers\Inbox)","6/23/2020 4:29:19 PM","6/23/2020 4:29:19 PM","Stopped","Success","3"
"USDEMO\Dave.Byers","Exchange restore (Job: Exchange 2016 to OnPrem - 6/1/2020 6:01:56 PM)","6/23/2020 1:52:51 PM","[Success] Backup Configuration Job (1 machines) ","18702","Dave Byers\Inbox","1","Item [Success] Backup Configuration Job (1 machines)  was opened successfully (type: IPM.Note; source: Dave Byers\Inbox; target: Dave Byers\Inbox)","6/23/2020 1:55:22 PM","6/23/2020 1:55:22 PM","Stopped","Success","4"
"USDEMO\Dave.Byers","Exchange restore (Job: Exchange 2016 to OnPrem - 6/1/2020 6:01:56 PM)","6/23/2020 1:52:51 PM","Your mailbox is full","14284","Dave Byers\Inbox","2","Item Your mailbox is full was opened successfully (type: IPM.Note.StorageQuotaWarning.SendReceive; source: Dave Byers\Inbox; target: Dave Byers\Inbox)","6/23/2020 1:59:54 PM","6/23/2020 1:59:54 PM","Stopped","Success","4"
"USDEMO\Dave.Byers","Exchange restore (Job: Exchange 2016 to OnPrem - 6/1/2020 6:01:56 PM)","6/23/2020 1:52:51 PM","Your mailbox is full","14284","Dave Byers\Inbox","3","Item Your mailbox is full was opened successfully (type: IPM.Note.StorageQuotaWarning.SendReceive; source: Dave Byers\Inbox; target: Dave Byers\Inbox)","6/23/2020 2:00:54 PM","6/23/2020 2:00:54 PM","Stopped","Success","4"
"USDEMO\Dave.Byers","Exchange restore (Job: Exchange 2016 to OnPrem - 6/1/2020 6:01:56 PM)","6/23/2020 1:52:51 PM","Your mailbox is full","14284","Dave Byers\Inbox","4","Item Your mailbox is full was opened successfully (type: IPM.Note.StorageQuotaWarning.SendReceive; source: Dave Byers\Inbox; target: Dave Byers\Inbox)","6/23/2020 2:01:10 PM","6/23/2020 2:01:10 PM","Stopped","Success","4"
"USDEMO\esteve.nobime","Exchange restore (Job: Office 365 Suite to Blob - 6/22/2020 6:11:14 PM)","6/23/2020 9:53:35 AM","The new All Company group is ready","34576","All Company\Inbox","1","Item The new All Company group is ready was opened successfully (type: IPM.Note.GroupMailbox.WarmupEmail; source: All Company\Inbox; target: All Company\Inbox)","6/23/2020 9:54:35 AM","6/23/2020 9:54:35 AM","Stopped","Success","1"
"USDEMO\andy.perkins","Exchange restore (Entire organization - 6/19/2020 3:28:55 PM)","6/19/2020 3:29:32 PM","Jon Snow shared ""Early Life"" with you.","121441","Arya Stark\Inbox","1","Item Jon Snow shared ""Early Life"" with you. was opened successfully (type: IPM.Note; source: Arya Stark\Inbox; target: Arya Stark\Inbox)","6/19/2020 3:30:31 PM","6/19/2020 3:30:31 PM","Stopped","Success","4"
"USDEMO\esteve.nobime","Exchange restore (Entire organization - 6/2/2020 6:01:10 PM)","6/19/2020 2:40:03 PM","The new All Company group is ready","34576","All Company\Inbox","1","Item The new All Company group is ready was opened successfully (type: IPM.Note.GroupMailbox.WarmupEmail; source: All Company\Inbox; target: All Company\Inbox)","6/19/2020 2:41:01 PM","6/19/2020 2:41:01 PM","Stopped","Success","1"
"USDEMO\esteve.nobime","Exchange restore (Entire organization - 6/18/2020 6:01:24 PM)","6/19/2020 11:35:32 AM","The new All Company group is ready","34576","All Company\Inbox","1","Item The new All Company group is ready was opened successfully (type: IPM.Note.GroupMailbox.WarmupEmail; source: All Company\Inbox; target: All Company\Inbox)","6/19/2020 11:38:03 AM","6/19/2020 11:38:03 AM","Stopped","Success","1"
"USDEMO\esteve.nobime","Exchange restore (Job: Office 365 Suite to Blob - 6/4/2020 6:11:36 PM)","6/18/2020 2:50:15 PM","The new All Company group is ready","34576","All Company\Inbox","1","Item The new All Company group is ready was opened successfully (type: IPM.Note.GroupMailbox.WarmupEmail; source: All Company\Inbox; target: All Company\Inbox)","6/18/2020 2:51:18 PM","6/18/2020 2:51:18 PM","Stopped","Success","1"
"USDEMO\esteve.nobime","Exchange restore (Job: Office 365 Suite to Blob - 5/22/2020 6:10:57 PM)","6/18/2020 11:24:33 AM","The new All Company group is ready","34576","All Company\Inbox","1","Item The new All Company group is ready was opened successfully (type: IPM.Note.GroupMailbox.WarmupEmail; source: All Company\Inbox; target: All Company\Inbox)","6/18/2020 11:27:12 AM","6/18/2020 11:27:12 AM","Stopped","Success","1"
"USDEMO\esteve.nobime","Exchange restore (Entire organization - 6/17/2020 6:12:42 PM)","6/18/2020 10:51:34 AM","The new All Company group is ready","34576","All Company\Inbox","1","Item The new All Company group is ready was opened successfully (type: IPM.Note.GroupMailbox.WarmupEmail; source: All Company\Inbox; target: All Company\Inbox)","6/18/2020 10:53:03 AM","6/18/2020 10:53:03 AM","Stopped","Success","1"
"USDEMO\Ben.Miller","Exchange restore (Job: Office 365 Suite to Blob - 6/17/2020 6:12:42 PM)","6/18/2020 9:55:09 AM","You have been added to a team in Microsoft Teams","115050","Daenerys Targaryen\Inbox","1","Item You have been added to a team in Microsoft Teams was opened successfully (type: IPM.Note; source: Daenerys Targaryen\Inbox; target: Daenerys Targaryen\Inbox)","6/18/2020 11:40:15 AM","6/18/2020 11:40:15 AM","Stopped","Success","1"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to OnPrem - 6/16/2020 6:01:34 PM)","6/17/2020 8:56:46 AM","[Veeam ONE Monitor] Alarm - Backup Copy job state for ATLISECENTRAL has been changed to Error (previous state: Error)","19827","Ben Miller\Inbox","1","Item [Veeam ONE Monitor] Alarm - Backup Copy job state for ATLISECENTRAL has been changed to Error (previous state: Error) was opened successfully (type: IPM.Note; source: Ben Miller\Inbox; target: Ben Miller\Inbox)","6/17/2020 8:58:03 AM","6/17/2020 8:58:03 AM","Stopped","Success","9"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to OnPrem - 6/16/2020 6:01:34 PM)","6/17/2020 8:56:46 AM","[Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Warning (previous state: Warning)","19388","Ben Miller\Inbox","2","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Warning (previous state: Warning) was opened successfully (type: IPM.Note; source: Ben Miller\Inbox; target: Ben Miller\Inbox)","6/17/2020 8:58:33 AM","6/17/2020 8:58:33 AM","Stopped","Success","9"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to OnPrem - 6/16/2020 6:01:34 PM)","6/17/2020 8:56:46 AM","[Warning] VMware - Veeam Explorers (3 machines) 3 warnings","37645","Ben Miller\Inbox","3","Item [Warning] VMware - Veeam Explorers (3 machines) 3 warnings was opened successfully (type: IPM.Note; source: Ben Miller\Inbox; target: Ben Miller\Inbox)","6/17/2020 8:58:41 AM","6/17/2020 8:58:41 AM","Stopped","Success","9"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to OnPrem - 6/16/2020 6:01:34 PM)","6/17/2020 8:56:46 AM","Your mailbox is full","14416","Alex Pelissier\Inbox","4","Item Your mailbox is full was opened successfully (type: IPM.Note.StorageQuotaWarning.SendReceive; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","6/17/2020 8:59:47 AM","6/17/2020 8:59:47 AM","Stopped","Success","9"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to OnPrem - 6/16/2020 6:01:34 PM)","6/17/2020 8:56:46 AM","[Veeam ONE Monitor] Alarm - Latest checkpoint age for ATLHVLinux01 has been changed to Warning (previous state: Reset/resolved)","18345","Andy Perkins\Inbox","5","Item [Veeam ONE Monitor] Alarm - Latest checkpoint age for ATLHVLinux01 has been changed to Warning (previous state: Reset/resolved) was opened successfully (type: IPM.Note; source: Andy Perkins\Inbox; target: Andy Perkins\Inbox)","6/17/2020 9:00:20 AM","6/17/2020 9:00:20 AM","Stopped","Success","9"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to OnPrem - 6/16/2020 6:01:34 PM)","6/17/2020 8:56:46 AM","[Success] HyperV - Replication (3 machines) ","23541","Andy Perkins\Inbox","6","Item [Success] HyperV - Replication (3 machines)  was opened successfully (type: IPM.Note; source: Andy Perkins\Inbox; target: Andy Perkins\Inbox)","6/17/2020 9:00:53 AM","6/17/2020 9:00:53 AM","Stopped","Success","9"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to OnPrem - 6/16/2020 6:01:34 PM)","6/17/2020 8:56:46 AM","[Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Reset/resolved (previous state: Error)","18487","Andy Perkins\Inbox","8","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Reset/resolved (previous state: Error) was opened successfully (type: IPM.Note; source: Andy Perkins\Inbox; target: Andy Perkins\Inbox)","6/17/2020 9:05:59 AM","6/17/2020 9:05:59 AM","Stopped","Success","9"
"USDEMO\Joseph.Tucker","Exchange restore (Job: Exchange 2016 to OnPrem - 6/16/2020 6:01:34 PM)","6/17/2020 8:56:46 AM","[Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Reset/resolved (previous state: Error)","18487","Andy Perkins\Inbox","9","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Reset/resolved (previous state: Error) was opened successfully (type: IPM.Note; source: Andy Perkins\Inbox; target: Andy Perkins\Inbox)","6/17/2020 9:08:08 AM","6/17/2020 9:08:08 AM","Stopped","Success","9"
"USDEMO\Peter.Stickle","Exchange restore (All organizations - 6/16/2020 11:40:34 AM)","6/16/2020 2:47:44 PM","[Failed] VMware - Win/Linux -> Azure Blob (2 machines) 2 failed","43813","Alex Pelissier\Inbox","1","Item [Failed] VMware - Win/Linux -> Azure Blob (2 machines) 2 failed was opened successfully (type: IPM.Note; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","6/16/2020 2:49:32 PM","6/16/2020 2:49:32 PM","Stopped","Success","9"
"USDEMO\Peter.Stickle","Exchange restore (All organizations - 6/16/2020 11:40:34 AM)","6/16/2020 2:47:44 PM","[Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Warning (previous state: Warning)","19412","Alex Pelissier\Inbox","2","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Warning (previous state: Warning) was opened successfully (type: IPM.Note; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","6/16/2020 3:08:49 PM","6/16/2020 3:08:49 PM","Stopped","Success","9"
"USDEMO\Peter.Stickle","Exchange restore (All organizations - 6/16/2020 11:40:34 AM)","6/16/2020 2:47:44 PM","[Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Warning (previous state: Warning)","19412","Alex Pelissier\Inbox","3","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Warning (previous state: Warning) was opened successfully (type: IPM.Note; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","6/16/2020 3:09:00 PM","6/16/2020 3:09:00 PM","Stopped","Success","9"
"USDEMO\Peter.Stickle","Exchange restore (All organizations - 6/16/2020 11:40:34 AM)","6/16/2020 2:47:44 PM","[Failed] backup copy cloud connect (2 machines) 1 failed","23369","Alex Pelissier\Inbox","4","Item [Failed] backup copy cloud connect (2 machines) 1 failed was opened successfully (type: IPM.Note; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","6/16/2020 3:09:04 PM","6/16/2020 3:09:04 PM","Stopped","Success","9"
"USDEMO\Peter.Stickle","Exchange restore (All organizations - 6/16/2020 11:40:34 AM)","6/16/2020 2:47:44 PM","[Veeam ONE Monitor] Alarm - Backup job state for ATLOSECENTRAL has been changed to Warning (previous state: Warning)","19111","Alex Pelissier\Inbox","5","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLOSECENTRAL has been changed to Warning (previous state: Warning) was opened successfully (type: IPM.Note; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","6/16/2020 3:09:11 PM","6/16/2020 3:09:11 PM","Stopped","Success","9"
"USDEMO\Peter.Stickle","Exchange restore (All organizations - 6/16/2020 11:40:34 AM)","6/16/2020 2:47:44 PM","[Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Warning (previous state: Warning)","19410","Alex Pelissier\Inbox","6","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Warning (previous state: Warning) was opened successfully (type: IPM.Note; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","6/16/2020 3:09:28 PM","6/16/2020 3:09:28 PM","Stopped","Success","9"
"USDEMO\Peter.Stickle","Exchange restore (All organizations - 6/16/2020 11:40:34 AM)","6/16/2020 2:47:44 PM","[Veeam ONE Monitor] Alarm - Backup job state for ATLISECENTRAL has been changed to Warning (previous state: Error)","19071","Alex Pelissier\Inbox","7","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLISECENTRAL has been changed to Warning (previous state: Error) was opened successfully (type: IPM.Note; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","6/16/2020 3:09:35 PM","6/16/2020 3:09:35 PM","Stopped","Success","9"
"USDEMO\Peter.Stickle","Exchange restore (All organizations - 6/16/2020 11:40:34 AM)","6/16/2020 2:47:44 PM","[Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Warning (previous state: Warning)","19410","Alex Pelissier\Inbox","8","Item [Veeam ONE Monitor] Alarm - Backup job state for ATLISEWEST has been changed to Warning (previous state: Warning) was opened successfully (type: IPM.Note; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","6/16/2020 3:09:43 PM","6/16/2020 3:09:43 PM","Stopped","Success","9"
"USDEMO\Peter.Stickle","Exchange restore (All organizations - 6/16/2020 11:40:34 AM)","6/16/2020 2:47:44 PM","[Failed] VMWare - Surebackup (2 machines) ","21936","Alex Pelissier\Inbox","9","Item [Failed] VMWare - Surebackup (2 machines)  was opened successfully (type: IPM.Note; source: Alex Pelissier\Inbox; target: Alex Pelissier\Inbox)","6/16/2020 3:09:53 PM","6/16/2020 3:09:53 PM","Stopped","Success","9"
"USDEMO\andy.perkins","Exchange restore (Entire organization - 6/16/2020 11:40:34 AM)","6/16/2020 11:44:02 AM","Welcome to MyAnalytics","122507","Daenerys Targaryen\Inbox","1","Item Welcome to MyAnalytics was opened successfully (type: IPM.Note.WeveWelcome; source: Daenerys Targaryen\Inbox; target: Daenerys Targaryen\Inbox)","6/16/2020 11:44:33 AM","6/16/2020 11:44:33 AM","Stopped","Success","3"
"USDEMO\Esteve.Nobime","Exchange restore (Entire organization - 6/4/2020 6:11:36 PM)","6/15/2020 2:21:54 PM","You have been added to a team in Microsoft Teams","114117","Arya Stark\Archive","1","Item You have been added to a team in Microsoft Teams was opened successfully (type: IPM.Note; source: Arya Stark\Archive; target: Arya Stark\Archive)","6/15/2020 2:24:55 PM","6/15/2020 2:24:55 PM","Stopped","Success","1"
"USDEMO\Esteve.Nobime","Exchange restore (Job: Office 365 Suite to Blob - 6/1/2020 6:11:15 PM)","6/15/2020 12:30:17 PM","The new All Company group is ready","34576","All Company\Inbox","1","Item The new All Company group is ready was opened successfully (type: IPM.Note.GroupMailbox.WarmupEmail; source: All Company\Inbox; target: All Company\Inbox)","6/15/2020 12:31:06 PM","6/15/2020 12:31:06 PM","Stopped","Success","1"
"USDEMO\Robert.VonMehren","Exchange restore (Entire organization - 4/5/2020 6:16:15 PM)","6/15/2020 10:13:28 AM","Untitled","19398","House Lannister - Teams\Conversation History\Team Chat","1","Item Untitled was opened successfully (type: IPM.SkypeTeams.Message; source: House Lannister - Teams\Conversation History\Team Chat; target: House Lannister - Teams\Conversation History\Team Chat)","6/15/2020 10:15:30 AM","6/15/2020 10:15:30 AM","Stopped","Success","1"
"USDEMO\Esteve.Nobime","Exchange restore (Job: Office 365 Suite to Blob - 6/11/2020 6:13:50 PM)","6/12/2020 3:51:04 PM","The new All Company group is ready","34576","All Company\Inbox","1","Item The new All Company group is ready was opened successfully (type: IPM.Note.GroupMailbox.WarmupEmail; source: All Company\Inbox; target: All Company\Inbox)","6/12/2020 3:51:37 PM","6/12/2020 3:51:37 PM","Stopped","Success","1"
"USDEMO\Esteve.Nobime","Exchange restore (Job: Office 365 Suite to Blob - 5/21/2020 6:11:07 PM)","6/11/2020 1:21:00 PM","The new All Company group is ready","34576","All Company\Inbox","1","Item The new All Company group is ready was opened successfully (type: IPM.Note.GroupMailbox.WarmupEmail; source: All Company\Inbox; target: All Company\Inbox)","6/11/2020 1:34:33 PM","6/11/2020 1:34:33 PM","Stopped","Success","1"
"USDEMO\Esteve.Nobime","Exchange restore (Entire organization - 6/10/2020 6:14:59 PM)","6/11/2020 10:29:42 AM","The new All Company group is ready","34576","All Company\Inbox","1","Item The new All Company group is ready was opened successfully (type: IPM.Note.GroupMailbox.WarmupEmail; source: All Company\Inbox; target: All Company\Inbox)","6/11/2020 10:31:08 AM","6/11/2020 10:31:08 AM","Stopped","Success","1"
"USDEMO\brandon.mccoy","Exchange restore (All organizations - 6/4/2020 6:13:27 PM)","6/5/2020 3:44:30 PM","Untitled","19491","Jaime Lannister\Conversation History\Team Chat","1","Item Untitled was opened successfully (type: IPM.SkypeTeams.Message; source: Jaime Lannister\Conversation History\Team Chat; target: Jaime Lannister\Conversation History\Team Chat)","6/5/2020 3:45:00 PM","6/5/2020 3:45:00 PM","Stopped","Success","3"
"USDEMO\brandon.mccoy","Exchange restore (All organizations - 6/4/2020 6:13:27 PM)","6/5/2020 3:44:30 PM","Untitled","442548","Jaime Lannister\Conversation History\Team Chat","2","Item Untitled was opened successfully (type: IPM.SkypeTeams.Message; source: Jaime Lannister\Conversation History\Team Chat; target: Jaime Lannister\Conversation History\Team Chat)","6/5/2020 3:45:04 PM","6/5/2020 3:45:04 PM","Stopped","Success","3"
"USDEMO\brandon.mccoy","Exchange restore (All organizations - 6/4/2020 6:13:27 PM)","6/5/2020 3:44:30 PM","You have been added to a team in Microsoft Teams","117873","Arya Stark\Inbox","3","Item You have been added to a team in Microsoft Teams was opened successfully (type: IPM.Note; source: Arya Stark\Inbox; target: Arya Stark\Inbox)","6/5/2020 3:45:27 PM","6/5/2020 3:45:27 PM","Stopped","Success","3"
"USDEMO\Jim.Carter","Exchange restore (Job: Exchange 2016 to OnPrem - 6/3/2020 6:04:57 PM)","6/4/2020 4:10:28 PM","Your mailbox is full","14383","Brian Speerly\Inbox","1","Item Your mailbox is full was opened successfully (type: IPM.Note.StorageQuotaWarning.SendReceive; source: Brian Speerly\Inbox; target: Brian Speerly\Inbox)","6/4/2020 4:11:59 PM","6/4/2020 4:11:59 PM","Stopped","Success","1"
"USDEMO\Robert.VonMehren","Exchange restore (Entire organization - 4/12/2020 6:11:08 PM)","6/4/2020 10:12:08 AM","Untitled","19398","House Lannister - Teams\Conversation History\Team Chat","1","Item Untitled was opened successfully (type: IPM.SkypeTeams.Message; source: House Lannister - Teams\Conversation History\Team Chat; target: House Lannister - Teams\Conversation History\Team Chat)","6/4/2020 10:13:25 AM","6/4/2020 10:13:25 AM","Stopped","Success","1"
